question,answer,tags,score,accepted_answer,url
How slicing in Python works,"The syntax is: a[start:stop]  # items start through stop-1
a[start:]      # items start through the rest of the array
a[:stop]       # items from the beginning through stop-1
a[:]           # a copy of the whole array There is also the step value, which can be used with any of the above: a[start:stop:step] # start through not past stop, by step The key point to remember is that the :stop value represents the first value that is not in the selected slice. So, the difference between stop and start is the number of elements selected (if step is 1, the default). The other feature is that start or stop may be a negative number, which means it counts from the end of the array instead of the beginning. So: a[-1]    # last item in the array
a[-2:]   # last two items in the array
a[:-2]   # everything except the last two items Similarly, step may be a negative number: a[::-1]    # all items in the array, reversed
a[1::-1]   # the first two items, reversed
a[:-3:-1]  # the last two items, reversed
a[-3::-1]  # everything except the last two items, reversed Python is kind to the programmer if there are fewer items than you ask for. For example, if you ask for a[:-2] and a only contains one element, you get an empty list instead of an error. Sometimes you would prefer the error, so you have to be aware that this may happen. Relationship with the slice object A slice object can represent a slicing operation, i.e.: a[start:stop:step] is equivalent to: a[slice(start, stop, step)] Slice objects also behave slightly differently depending on the number of arguments, similar to range() , i.e. both slice(stop) and slice(start, stop[, step]) are supported.
To skip specifying a given argument, one might use None , so that e.g. a[start:] is equivalent to a[slice(start, None)] or a[::-1] is equivalent to a[slice(None, None, -1)] . While the : -based notation is very helpful for simple slicing, the explicit use of slice() objects simplifies the programmatic generation of slicing.","python,slice,sequence",4708,509295,https://stackoverflow.com/questions/509211/how-slicing-in-python-works
How can I find the index for a given item in a list?,">>> [""foo"", ""bar"", ""baz""].index(""bar"")
1 See the documentation for the built-in .index() method of the list: list.index(x[, start[, end]]) Return zero-based index in the list of the first item whose value is equal to x . Raises a ValueError if there is no such item. The optional arguments start and end are interpreted as in the slice notation and are used to limit the search to a particular subsequence of the list. The returned index is computed relative to the beginning of the full sequence rather than the start argument. Caveats Linear time-complexity in list length An index call checks every element of the list in order, until it finds a match. If the list is long, and if there is no guarantee that the value will be near the beginning, this can slow down the code. This problem can only be completely avoided by using a different data structure. However, if the element is known to be within a certain part of the list, the start and end parameters can be used to narrow the search. For example: >>> import timeit
>>> timeit.timeit('l.index(999_999)', setup='l = list(range(0, 1_000_000))', number=1000)
9.356267921015387
>>> timeit.timeit('l.index(999_999, 999_990, 1_000_000)', setup='l = list(range(0, 1_000_000))', number=1000)
0.0004404920036904514 The second call is orders of magnitude faster, because it only has to search through 10 elements, rather than all 1 million. Only the index of the first match is returned A call to index searches through the list in order until it finds a match, and stops there. If there could be more than one occurrence of the value, and all indices are needed, index cannot solve the problem: >>> [1, 1].index(1) # the `1` index is not found.
0 Instead, use a list comprehension or generator expression to do the search , with enumerate to get indices : >>> # A list comprehension gives a list of indices directly:
>>> [i for i, e in enumerate([1, 2, 1]) if e == 1]
[0, 2]
>>> # A generator comprehension gives us an iterable object...
>>> g = (i for i, e in enumerate([1, 2, 1]) if e == 1)
>>> # which can be used in a `for` loop, or manually iterated with `next`:
>>> next(g)
0
>>> next(g)
2 The list comprehension and generator expression techniques still work if there is only one match, and are more generalizable. Raises an exception if there is no match As noted in the documentation above, using .index will raise an exception if the searched-for value is not in the list: >>> [1, 1].index(2)
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
ValueError: 2 is not in list If this is a concern, either explicitly check first using item in my_list , or handle the exception with try / except as appropriate. The explicit check is simple and readable, but it must iterate the list a second time. See What is the EAFP principle in Python? for more guidance on this choice.","python,list,indexing",4489,176921,https://stackoverflow.com/questions/176918/how-can-i-find-the-index-for-a-given-item-in-a-list
"Iterating over a dictionary using a &#39;for&#39; loop, getting keys","key is just a variable name. for key in d: will simply loop over the keys in the dictionary, rather than the keys and values.  To loop over both key and value you can use the following: For Python 3.x: for key, value in d.items(): For Python 2.x: for key, value in d.iteritems(): To test for yourself, change the word key to poop . In Python 3.x, iteritems() was replaced with simply items() , which returns a set-like view backed by the dict, like iteritems() but even better. 
This is also available in 2.7 as viewitems() . The operation items() will work for both 2 and 3, but in 2 it will return a list of the dictionary's (key, value) pairs, which will not reflect changes to the dict that happen after the items() call. If you want the 2.x behavior in 3.x, you can call list(d.items()) .","python,loops,dictionary,key",4428,3294899,https://stackoverflow.com/questions/3294889/iterating-over-a-dictionary-using-a-for-loop-getting-keys
How can I iterate over rows in a Pandas DataFrame?,"DataFrame.iterrows is a generator which yields both the index and row (as a Series): import pandas as pd

df = pd.DataFrame({'c1': [10, 11, 12], 'c2': [100, 110, 120]})
df = df.reset_index()  # Make sure indexes pair with number of rows

for index, row in df.iterrows():
    print(row['c1'], row['c2']) 10 100
11 110
12 120 Obligatory disclaimer from the documentation Iterating through pandas objects is generally slow . In many cases, iterating manually over the rows is not needed and can be avoided with one of the following approaches: Look for a vectorized solution: many operations can be performed using built-in methods or NumPy functions, (boolean) indexing, … When you have a function that cannot work on the full DataFrame/Series at once, it is better to use apply() instead of iterating over the values. See the docs on function application . If you need to do iterative manipulations on the values but performance is important, consider writing the inner loop with Cython or Numba . See the enhancing performance section for some examples of this approach. Other answers to this question delve into greater depth on alternatives to iter* functions if you are interested to learn more.","python,pandas,dataframe,loops",4250,16476974,https://stackoverflow.com/questions/16476924/how-can-i-iterate-over-rows-in-a-pandas-dataframe
How can I use a global variable in a function?,"You can use a global variable within other functions by declaring it as global within each function that assigns a value to it : globvar = 0

def set_globvar_to_one():
    global globvar    # Needed to modify global copy of globvar
    globvar = 1

def print_globvar():
    print(globvar)     # No need for global declaration to read value of globvar

set_globvar_to_one()
print_globvar()       # Prints 1 Since it's unclear whether globvar = 1 is creating a local variable or changing a global variable, Python defaults to creating a local variable, and makes you explicitly choose the other behavior with the global keyword. See other answers if you want to share a global variable across modules.","python,global-variables,scope",4049,423596,https://stackoverflow.com/questions/423379/how-can-i-use-a-global-variable-in-a-function
How do I get the current time in Python?,"Use datetime : >>> import datetime
>>> now = datetime.datetime.now()
>>> now
datetime.datetime(2009, 1, 6, 15, 8, 24, 78915)
>>> str(now)
'2009-01-06 15:08:24.078915' For just the clock time without the date: >>> now.time()
datetime.time(15, 8, 24, 78915)
>>> str(now.time())
'15:08:24.078915' To save typing, you can import the datetime object from the datetime module: from datetime import datetime Then remove the prefix datetime. from all of the above.","python,datetime,time",4000,415519,https://stackoverflow.com/questions/415511/how-do-i-get-the-current-time-in-python
How can I catch multiple exceptions in one line? (in the &quot;except&quot; block),"From Python Documentation : An except clause may name multiple exceptions as a parenthesized tuple, for example except (IDontLikeYouException, YouAreBeingMeanException) as e:
    pass Or, for Python 2 only: except (IDontLikeYouException, YouAreBeingMeanException), e:
    pass Separating the exception from the variable with a comma will still work in Python 2.6 and 2.7, but is now deprecated and does not work in Python 3; now you should be using as .","python,exception",3965,6470452,https://stackoverflow.com/questions/6470428/how-can-i-catch-multiple-exceptions-in-one-line-in-the-except-block
How do I copy a file?,"shutil has many methods you can use. One of which is: import shutil

shutil.copyfile(src, dst)

# 2nd option
shutil.copy(src, dst)  # dst can be a folder; use shutil.copy2() to preserve timestamp Copy the contents of the file named src to a file named dst . Both src and dst need to be the entire filename of the files, including path. The destination location must be writable; otherwise, an IOError exception will be raised. If dst already exists, it will be replaced. Special files such as character or block devices and pipes cannot be copied with this function. With copy , src and dst are path names given as str s. Another shutil method to look at is shutil.copy2() . It's similar but preserves more metadata (e.g. time stamps). If you use os.path operations, use copy rather than copyfile . copyfile will only accept strings.","python,file,copy,filesystems,file-copying",3959,123212,https://stackoverflow.com/questions/123198/how-do-i-copy-a-file
What is __init__.py for?,"It used to be a required part of a package ( old, pre-3.3 ""regular package"" , not newer 3.3+ ""namespace package"" ). Here's the documentation. Python defines two types of packages, regular packages and namespace packages. Regular packages are traditional packages as they existed in Python 3.2 and earlier. A regular package is typically implemented as a directory containing an __init__.py file. When a regular package is imported, this __init__.py file is implicitly executed, and the objects it defines are bound to names in the package’s namespace. The __init__.py file can contain the same Python code that any other module can contain, and Python will add some additional attributes to the module when it is imported. But just click the link, it contains an example, more information, and an explanation of namespace packages, the kind of packages without __init__.py .","python,module,package,python-packaging",3940,448279,https://stackoverflow.com/questions/448271/what-is-init-py-for
Convert bytes to a string in Python 3,"Decode the bytes object to produce a string: >>> b""abcde"".decode(""utf-8"")
'abcde' The above example assumes that the bytes object is in UTF-8, because it is a common encoding. However, you should use the encoding your data is actually in!","python,string,python-3.x",3887,606199,https://stackoverflow.com/questions/606191/convert-bytes-to-a-string-in-python-3
What is the difference between __str__ and __repr__?,"Alex Martelli summarized well but, surprisingly, was too succinct. First, let me reiterate the main points in Alex ’s post: The default implementation is useless (it’s hard to think of one which wouldn’t be, but yeah) __repr__ goal is to be unambiguous __str__ goal is to be readable Container’s __str__ uses contained objects’ __repr__ Default implementation is useless This is mostly a surprise because Python’s defaults tend to be fairly useful. However, in this case, having a default for __repr__ which would act like: return ""%s(%r)"" % (self.__class__, self.__dict__) Or in new f-string formatting: return f""{self.__class__!s}({self.__dict__!r})"" would have been too dangerous (for example, too easy to get into infinite recursion if objects reference each other). So Python cops out. Note that there is one default which is true: if __repr__ is defined, and __str__ is not, the object will behave as though __str__=__repr__ . This means, in simple terms: almost every object you implement should have a functional __repr__ that’s usable for understanding the object. Implementing __str__ is optional: do that if you need a “pretty print” functionality (for example, used by a report generator). The goal of __repr__ is to be unambiguous Let me come right out and say it — I do not believe in debuggers. I don’t really know how to use any debugger, and have never used one seriously. Furthermore, I believe that the big fault in debuggers is their basic nature — most failures I debug happened a long long time ago, in a galaxy far far away. This means that I do believe, with religious fervor, in logging. Logging is the lifeblood of any decent fire-and-forget server system. Python makes it easy to log: with maybe some project specific wrappers, all you need is a log(INFO, ""I am in the weird function and a is"", a, ""and b is"", b, ""but I got a null C — using default"", default_c) But you have to do the last step — make sure every object you implement has a useful repr, so code like that can just work. This is why the “eval” thing comes up: if you have enough information so eval(repr(c))==c , that means you know everything there is to know about c . If that’s easy enough, at least in a fuzzy way, do it. If not, make sure you have enough information about c anyway. I usually use an eval-like format: ""MyClass(this=%r,that=%r)"" % (self.this,self.that) . It does not mean that you can actually construct MyClass, or that those are the right constructor arguments — but it is a useful form to express “this is everything you need to know about this instance”. Note: I used %r above, not %s . You always want to use repr() [or %r formatting character, equivalently] inside __repr__ implementation, or you’re defeating the goal of repr. You want to be able to differentiate MyClass(3) and MyClass(""3"") . The goal of __str__ is to be readable Specifically, it is not intended to be unambiguous — notice that str(3)==str(""3"") . Likewise, if you implement an IP abstraction, having the str of it look like 192.168.1.1 is just fine. When implementing a date/time abstraction, the str can be ""2010/4/12 15:35:22"", etc. The goal is to represent it in a way that a user, not a programmer, would want to read it. Chop off useless digits, pretend to be some other class — as long is it supports readability, it is an improvement. Container’s __str__ uses contained objects’ __repr__ This seems surprising, doesn’t it? It is a little, but how readable would it be if it used their __str__ ? [moshe is, 3, hello
world, this is a list, oh I don't know, containing just 4 elements] Not very. Specifically, the strings in a container would find it way too easy to disturb its string representation. In the face of ambiguity, remember, Python resists the temptation to guess. If you want the above behavior when you’re printing a list, just print(""["" + "", "".join(lst) + ""]"") (you can probably also figure out what to do about dictionaries). Summary Implement __repr__ for any class you implement. This should be second nature. Implement __str__ if you think it would be useful to have a string version which errs on the side of readability.","python,magic-methods,repr",3839,2626364,https://stackoverflow.com/questions/1436703/what-is-the-difference-between-str-and-repr
